mistral:7b,0,0,0,0.44,0,2.47
mistral:7b,0,0,1,0.44,0,3.67
mistral:7b,0,0,2,0.44,0,0.41
mistral:7b,0,0,3,0.44,0,1.59
mistral:7b,0,0,4,0.44,0,2.07
mistral:7b,0,0,5,0.44,0,0.78
mistral:7b,0,0,6,0.44,0,0.50
mistral:7b,0,0,0,0.44,2,1.56
mistral:7b,0,0,1,0.44,2,2.87
mistral:7b,0,0,2,0.44,2,1.47
mistral:7b,0,0,3,0.44,2,2.53
mistral:7b,0,0,4,0.44,2,7.05
mistral:7b,0,0,5,0.44,2,1.47
mistral:7b,0,0,6,0.44,2,1.40
mistral:7b,0,0,0,0.44,4,1.76
mistral:7b,0,0,1,0.44,4,2.35
mistral:7b,0,0,2,0.44,4,2.06
mistral:7b,0,0,3,0.44,4,4.24
mistral:7b,0,0,4,0.44,4,8.23
mistral:7b,0,0,5,0.44,4,1.94
mistral:7b,0,0,6,0.44,4,2.02
mistral:7b,0,0,0,0.44,6,2.81
mistral:7b,0,0,1,0.44,6,2.13
mistral:7b,0,0,2,0.44,6,2.79
mistral:7b,0,0,3,0.44,6,4.91
mistral:7b,0,0,4,0.44,6,7.95
mistral:7b,0,0,5,0.44,6,6.51
mistral:7b,0,0,6,0.44,6,3.51
mistral:7b,0,0,0,0.44,8,3.40
mistral:7b,0,0,1,0.44,8,4.55
mistral:7b,0,0,2,0.44,8,3.16
mistral:7b,0,0,3,0.44,8,7.09
mistral:7b,0,0,4,0.44,8,10.41
mistral:7b,0,0,5,0.44,8,6.23
mistral:7b,0,0,6,0.44,8,4.36
mistral:7b,0,0,0,0.44,10,3.64
mistral:7b,0,0,1,0.44,10,3.80
mistral:7b,0,0,2,0.44,10,3.64
mistral:7b,0,0,3,0.44,10,10.01
mistral:7b,0,0,4,0.44,10,11.30
mistral:7b,0,0,5,0.44,10,7.16
mistral:7b,0,0,6,0.44,10,4.65
mistral:7b,0,0,0,0.44,12,7.53
mistral:7b,0,0,1,0.44,12,7.71
mistral:7b,0,0,2,0.44,12,6.03
mistral:7b,0,0,3,0.44,12,10.41
mistral:7b,0,0,4,0.44,12,12.64
mistral:7b,0,0,5,0.44,12,13.56
mistral:7b,0,0,6,0.44,12,9.01
mistral:7b,0,1,0,-0.18,0,0.34
mistral:7b,0,1,1,-0.18,0,0.69
mistral:7b,0,1,2,-0.18,0,-0.48
mistral:7b,0,1,3,-0.18,0,1.87
mistral:7b,0,1,4,-0.18,0,3.38
mistral:7b,0,1,5,-0.18,0,-0.10
mistral:7b,0,1,6,-0.18,0,16.35
mistral:7b,0,1,0,-0.18,2,0.41
mistral:7b,0,1,1,-0.18,2,1.29
mistral:7b,0,1,2,-0.18,2,-0.24
mistral:7b,0,1,3,-0.18,2,2.80
mistral:7b,0,1,4,-0.18,2,7.28
mistral:7b,0,1,5,-0.18,2,3.21
mistral:7b,0,1,6,-0.18,2,0.21
mistral:7b,0,1,0,-0.18,4,1.91
mistral:7b,0,1,1,-0.18,4,0.09
mistral:7b,0,1,2,-0.18,4,2.66
mistral:7b,0,1,3,-0.18,4,3.42
mistral:7b,0,1,4,-0.18,4,7.23
mistral:7b,0,1,5,-0.18,4,4.17
mistral:7b,0,1,6,-0.18,4,0.98
mistral:7b,0,1,0,-0.18,6,3.58
mistral:7b,0,1,1,-0.18,6,4.76
mistral:7b,0,1,2,-0.18,6,3.36
mistral:7b,0,1,3,-0.18,6,4.33
mistral:7b,0,1,4,-0.18,6,8.82
mistral:7b,0,1,5,-0.18,6,1.91
mistral:7b,0,1,6,-0.18,6,2.08
mistral:7b,0,1,0,-0.18,8,3.05
mistral:7b,0,1,1,-0.18,8,3.26
mistral:7b,0,1,2,-0.18,8,2.49
mistral:7b,0,1,3,-0.18,8,3.81
mistral:7b,0,1,4,-0.18,8,8.80
mistral:7b,0,1,5,-0.18,8,4.48
mistral:7b,0,1,6,-0.18,8,1.83
mistral:7b,0,1,0,-0.18,10,4.90
mistral:7b,0,1,1,-0.18,10,3.64
mistral:7b,0,1,2,-0.18,10,3.40
mistral:7b,0,1,3,-0.18,10,5.78
mistral:7b,0,1,4,-0.18,10,3.33
mistral:7b,0,1,5,-0.18,10,4.79
mistral:7b,0,1,6,-0.18,10,5.15
mistral:7b,0,1,0,-0.18,12,8.63
mistral:7b,0,1,1,-0.18,12,6.65
mistral:7b,0,1,2,-0.18,12,5.06
mistral:7b,0,1,3,-0.18,12,8.52
mistral:7b,0,1,4,-0.18,12,10.77
mistral:7b,0,1,5,-0.18,12,13.21
mistral:7b,0,1,6,-0.18,12,7.00
mistral:7b,0,2,0,0.33,0,0.08
mistral:7b,0,2,1,0.33,0,1.32
mistral:7b,0,2,2,0.33,0,2.28
mistral:7b,0,2,3,0.33,0,3.44
mistral:7b,0,2,4,0.33,0,6.19
mistral:7b,0,2,5,0.33,0,1.62
mistral:7b,0,2,6,0.33,0,1.10
mistral:7b,0,2,0,0.33,2,3.41
mistral:7b,0,2,1,0.33,2,2.48
mistral:7b,0,2,2,0.33,2,1.26
mistral:7b,0,2,3,0.33,2,3.74
mistral:7b,0,2,4,0.33,2,8.84
mistral:7b,0,2,5,0.33,2,2.79
mistral:7b,0,2,6,0.33,2,0.80
mistral:7b,0,2,0,0.33,4,2.72
mistral:7b,0,2,1,0.33,4,4.95
mistral:7b,0,2,2,0.33,4,4.20
mistral:7b,0,2,3,0.33,4,5.77
mistral:7b,0,2,4,0.33,4,10.08
mistral:7b,0,2,5,0.33,4,4.25
mistral:7b,0,2,6,0.33,4,1.17
mistral:7b,0,2,0,0.33,6,3.81
mistral:7b,0,2,1,0.33,6,3.98
mistral:7b,0,2,2,0.33,6,3.35
mistral:7b,0,2,3,0.33,6,4.57
mistral:7b,0,2,4,0.33,6,8.85
mistral:7b,0,2,5,0.33,6,4.96
mistral:7b,0,2,6,0.33,6,3.17
mistral:7b,0,2,0,0.33,8,4.47
mistral:7b,0,2,1,0.33,8,3.28
mistral:7b,0,2,2,0.33,8,8.77
mistral:7b,0,2,3,0.33,8,6.73
mistral:7b,0,2,4,0.33,8,8.52
mistral:7b,0,2,5,0.33,8,7.05
mistral:7b,0,2,6,0.33,8,4.17
mistral:7b,0,2,0,0.33,10,6.63
mistral:7b,0,2,1,0.33,10,9.59
mistral:7b,0,2,2,0.33,10,3.40
mistral:7b,0,2,3,0.33,10,9.74
mistral:7b,0,2,4,0.33,10,9.60
mistral:7b,0,2,5,0.33,10,10.09
mistral:7b,0,2,6,0.33,10,3.83
mistral:7b,0,2,0,0.33,12,10.70
mistral:7b,0,2,1,0.33,12,12.19
mistral:7b,0,2,2,0.33,12,5.96
mistral:7b,0,2,3,0.33,12,14.91
mistral:7b,0,2,4,0.33,12,12.12
mistral:7b,0,2,5,0.33,12,14.66
mistral:7b,0,2,6,0.33,12,9.99
mistral:7b,2,0,0,1.99,0,3.26
mistral:7b,2,0,1,1.99,0,2.41
mistral:7b,2,0,2,1.99,0,2.53
mistral:7b,2,0,3,1.99,0,3.67
mistral:7b,2,0,4,1.99,0,6.55
mistral:7b,2,0,5,1.99,0,2.51
mistral:7b,2,0,6,1.99,0,2.61
mistral:7b,2,0,0,1.99,2,2.88
mistral:7b,2,0,1,1.99,2,3.47
mistral:7b,2,0,2,1.99,2,3.01
mistral:7b,2,0,3,1.99,2,5.23
mistral:7b,2,0,4,1.99,2,9.83
mistral:7b,2,0,5,1.99,2,2.90
mistral:7b,2,0,6,1.99,2,3.85
mistral:7b,2,0,0,1.99,4,4.30
mistral:7b,2,0,1,1.99,4,3.85
mistral:7b,2,0,2,1.99,4,2.40
mistral:7b,2,0,3,1.99,4,4.99
mistral:7b,2,0,4,1.99,4,8.26
mistral:7b,2,0,5,1.99,4,4.32
mistral:7b,2,0,6,1.99,4,2.94
mistral:7b,2,0,0,1.99,6,5.99
mistral:7b,2,0,1,1.99,6,5.11
mistral:7b,2,0,2,1.99,6,4.09
mistral:7b,2,0,3,1.99,6,4.91
mistral:7b,2,0,4,1.99,6,8.05
mistral:7b,2,0,5,1.99,6,4.40
mistral:7b,2,0,6,1.99,6,4.24
mistral:7b,2,0,0,1.99,8,5.64
mistral:7b,2,0,1,1.99,8,5.25
mistral:7b,2,0,2,1.99,8,5.90
mistral:7b,2,0,3,1.99,8,7.40
mistral:7b,2,0,4,1.99,8,7.50
mistral:7b,2,0,5,1.99,8,5.83
mistral:7b,2,0,6,1.99,8,27.98
mistral:7b,2,0,0,1.99,10,5.66
mistral:7b,2,0,1,1.99,10,7.25
mistral:7b,2,0,2,1.99,10,4.68
