"Hi Linda,
How's it going?
Sorry I haven't been in touch for such a long time but I've had exams so I've been studying every free minute. Anyway, I'd love to hear all your news and I'm hoping we can get together soon to catch up. We just moved to a bigger flat so maybe you can come and visit one weekend?
How's the new job?  
Looking forward to hearing from you!
Helga
Hi Helga,
I've been meaning to write to you for ages now so don't worry! How did your exams go? When will you know your results? I'm sure you did brilliantly as always!
As for me, I'll have been in the new job three months by the end of next week so I'm feeling more settled in. At first I felt like I had no idea what I was doing but now I realise it's normal to feel like that. There was a lot to learn – there still is actually – and I soon had to get used to the idea that I can't know everything. I used to work late a lot and at weekends but I'm slowly getting into a normal routine.
Which means I'd love to come and visit! We really need a good catch up! I can't believe we haven't seen each other since Carl's wedding. How does next month sound?
Anyway, I'd better get back to work.
Congratulations on the new flat! Can't wait to see you!
Love,
Linda",3.9444250871080158
"Hi Samia,
Just a quick email to say that sounds like a great idea. Saturday is better for me because I'm meeting my parents on Sunday. So if that's still good for you, why don't you come here? Then you can see the new flat and all the work we've done on the kitchen since we moved in. We can eat at home and then go for a walk in the afternoon. It's going to be so good to catch up finally. I want to hear all about your new job!
Our address is 52 Charles Road, but it's a bit difficult to find because the house numbers are really strange here. If you turn left at the post office and keep going past the big white house on Charles Road, there's a small side street behind it with the houses 50–56 in. Don't ask me why the side street doesn't have a different name! But call me if you get lost and I'll come and get you.
Let me know if there's anything you do/don't like to eat. Really looking forward to seeing you!
See you soon!
Gregor",3.847486772486775
"I had the most wonderful childhood. I grew up in San Diego, where it rains about two days a year, and it's always sunny and bright. I could ride my bike just about any day of the year, and had lots of friends. My best friend was George Kenny. George lived just a few houses down the block from me and we were the same age. Actually, I was about 28 days older than him – a fact that I always threw in his face. ""You must respect your elders,"" I would sometimes tell him. That usually got a nasty response from him. Anyway, George came up to me one day and said, ""Hey Richard, why don't we form a bicycle club?""
 
I thought about it for a while, and then he said, ""We could give ourselves a cool name and get hats and stickers and have lots of fun. What do you say?""  I immediately fell in love with the idea. ""You bet, Georgie Porgy!""  I used to call him that all the time even though I knew he hated it. Well before we knew it, we got a couple of other guys together and came up with the best name for a club ever. We were the ""White Skulls.""  Why we chose that name, I'll never know, but all the kids seemed to like it, so I was okay with it, too.
The four of us went to the local bike shop and we each picked out a skull decal to put on our bikes. I chose a green one, while Georgie Porgy picked red. He shouted: ""I am the red skull! I am the king of the club! If you don't like it, try to take it from me!""  George was a pretty big guy, so no one argued with him. We rode our bikes everywhere and had a great summer. That's how we formed the greatest bike club ever!",3.68847950310559
"Brian Nelson got his first skateboard when he was 9 years old. He started skating right away. He had friends at school that knew how to skate, so he would go to their houses after school. As time went by, Brian got better and better at skating. He could do a lot of tricks on his skateboard, but what Brian really loved was jumping over stairs with his skateboard. His record was 15 stairs, but he wanted to beat that record. Brian and his friends went to the Hollywood 18, where a lot of skaters go to make skating videos.
 
Brian knew that if he jumped over those stairs, he would become a legend with his friends. As he went up to the stairs, he started counting each stair one by one. He wanted to make sure they passed 15. On his first try, Brian jumped off his skateboard and landed on the grass next to the stairs. He wanted to try again, but he was scared. He finally got the nerve to try it again. This time he actually jumped over some stairs. Unfortunately, he didn't pass the 16th step in the staircase. He fell off his board, but he didn't get that hurt. Some girls were looking at Brian, and asked him if he could do it again. Brian knew he had to get it this time.
As Brian prepared for his jump, he kept looking at the girls that had gathered to see him. He was breathing heavy, but he knew he could do it. The time had arrived. Brian was ready to try it again. He pushed off the pavement, and started pedaling his skateboard faster and faster. He got to the top of the stairs and then he jumped. Brian was in the air for about 5 seconds and then he landed. The girls all applauded, and then Brian stopped his skateboard. He had done it. He beat his record. All the girls went up to give him a hug, but they all stayed away because he smelled. He started laughing. Everyone laughed and congratulated Brian.
",3.8195386453451015
"Kim was a housekeeper for a family in Beverly Hills. One morning when she went to work, she found a note from her boss. The note asked her to go to the supermarket and pick up a few things. There was a list of things Kim was supposed to buy. The note surprised Kim. She had only been a housekeeper for a week and had never been asked to go shopping before. Kim didn't even know where the nearest grocery store was. She also didn't know how to drive. Thankfully the note also told her that the boss's driver would take her to the market. There was also a $50 bill.
 
Once at the market Kim walked through looking for the items on her list. She was confused though. The list read ""one pound of apples"". Kim had purchased one kilogram of apples but never a pound. In her country, they used the metric system. She wasn't sure if a pound was more or less than a kilogram. Kim decided to ask one of the grocery workers. The grocery worker was kind and explained that a pound was about half a kilogram.
""I wouldn't worry about it though. Just use the scale,"" the grocery worker. Kim went to the scale and was happy to see that the scales didn't use the metric system she was used to. Kim weighed a pound of apples and put it in the shopping cart.
The next item on the list was a gallon of milk. Kim wasn't sure how much a gallon was. She was used to buying a liter of milk. There was also no way to weigh a liter of milk. She was glad that the milk containers were labeled. She just wished the U.S. used the metric system.",3.5812423081388616
"It was the first week of June. Gabi just finished her third year of high school in El Sereno. However, when she received her report card in the mail, she learned that she failed a semester of algebra. This meant she had to go to summer school.
 
Gabi was glad she had the chance to make up the class. She can't move on to the next level in math if she doesn't pass algebra. Summer school isn't easy though. Gabi has to master the material in 6 weeks instead of the 20 she had during the regular school year.
Summer school also meant that Gabi would be stuck in a hot classroom while most of her friends were at the beach or local amusement parks. Her friends passed algebra, so they had most of June, July, and August free from school work. Going to summer school also meant that Gabi's family had to change their summer vacation plans.
Gabi had to be in summer school from 9 a.m. to noon. She couldn't stay up late on weeknights or sleep in. She had to be on the bus at least an hour before class started or else she would be late. The classrooms were hot since the school building was old and did not have air conditioning. When Gabi came home from school, she couldn't do whatever she wanted. After Gabi took the bus home from school, she had homework to do.
This was the first time Gabi had to go to summer school. She wanted it to be the last time. Gabi made a promise to herself. In the fall, when regular classes begin again, she will try her hardest to pass. Sweating in a classroom while your friends are out having a good time is not fun. Summer break is not so much of a break when you have school.",4.3670795470432004
"Patty needed help with her computer. She asked a coworker to help her. Patty said she would treat her coworker to a nice dinner. Her coworker asked, ""What kind of dinner?"" Patty said a nice Chinese dinner. Her coworker said that sounded good. She would come over to Patty's apartment at 7 o'clock. Patty went home after work. She made a delicious Chinese dinner. But her coworker didn't show up at 7 o'clock. Her coworker didn't show up at 7:30. Her coworker didn't call. Patty called her coworker. No one answered. At 9:30 Patty went to bed. The phone rang. It was her coworker. Patty didn't answer the phone. Tomorrow she would ask someone else to help her.",3.732105263157898
"It was the beginning of summer. David Lopez's dad wanted him to get a summer job. David had just finished school and was looking forward to enjoying his time off school. He wanted to sleep late, he wanted to play video games, and he wanted to spend time with his friends. David's dad decided that he would get a job for David. When he came home, he handed David a uniform for the Burger Hut. David was sad because he didn't want to work at the Burger Hut. He knew all of his friends went there, and he knew that his friends would make fun of him. David knew that his dad was able to get him this job because the owner was his dad's friend. The owner's name is Michael. David didn't really like him that much.
 
David had the first day at work. Everyone that worked at the Burger Hut had to wear a hat. David's hat fell into the oil where they made the fries. Michael had to get it out with a big spoon. After a week had passed by, David seemed to be getting used to working at the Burger Hut. Michael was impressed with how hard David worked, and told him he could take a day off.
During his day off, David went out with his friends. They went to the park and played some basketball, and then his friends decided to go get something to eat. David asked them where they wanted to go. They said they wanted to go eat at the Burger Hut. David tried to convince them to go somewhere else, but his friends really wanted to go to the Burger Hut.
When they got to the Burger Hut, David put on his sweater and his hat. He sat down in the far corner of the restaurant, and tried to hide himself from his co-workers and his boss. When his friends got their food, they went to sit down with David. Michael came out and saw David. He went up to him and said, ""You just can't get enough of this place, huh, David?"" Michael chuckled and then left. David's friends took a bite out of their burgers, and looked at David. ""You work here?"" One of David's friend asked. His another friend looked at him and said, ""Can you get me a job?"" David smiled and nervously said, ""I'll try.""",3.832881432781683
"Hi Lucia
How are you? It was so nice to meet you last week in Sydney at the sales meeting. How was the rest of your trip? Did you see any kangaroos? I hope you got home to Mexico City OK.
Anyway, I have the documents about the new Berlin offices. We're going to be open in three months. I moved here from London just last week. They are very nice offices, and the location is perfect. There are lots of restaurants, cafés and banks in the area. There's also public transport; we are next to an U-Bahn (that is the name for the metro here). Maybe you can come and see them one day? I would love to show you Berlin, especially in the winter. You said you have never seen snow – you will see lots here!
Here's a photo of you and me at the restaurant in Sydney. That was a very fun night! Remember the singing Englishman? Crazy! Please send me any other photos you have of that night. Good memories.
Please give me your email address and I will send you the documents.
Bye for now
Mikel",3.7648664921465986
"Amisa was a single mother who worked from home tutoring students. She liked this job because it allowed her to stay home with her own little daughter Nimisha. Amisa saw all her clients at her kitchen table. She picked the kitchen table because from there she could watch her daughter, who usually stayed in the living room. Nimisha usually stayed in the living room when her mother was working with another student.
 
One afternoon though, Nimisha felt so thirsty. She had to get into the kitchen to get a drink. ""Mom, can I please have a drink?"" Nimisha asked. Amisa was annoyed. She was in the middle of a lesson. ""Yes, but you have to serve yourself because I'm working,"" Amisa said. Nimisha pulled a stepstool up to the kitchen cabinet and stood on it. She opened the kitchen cabinet and reached up to the top shelf to get a blue plastic cup. Then she slipped. Nimesha let out a huge scream. When Amisa got up to see what was wrong, she saw that her daughter's hand had slipped and the tongs of a large serving fork had gone through Nimisha's finger. Nimisha was crying. Amisa was scared. She had her client go home early, and was going to rush her daughter to the hospital. She didn't want to try and pull the fork out herself because she was worried that she might make the situation worse.
Nimisha lived four blocks from the hospital. She felt it was faster to walk to the hospital than call and wait for an ambulance. There was only one problem. It was very cold outside, and Amisa couldn't put a coat on her daughter when she had a huge serving fork protruding from one of her fingers. Amisa wrapped a blanket around her child and together they quickly walked to the hospital.
""My daughter has a fork stuck in her finger!"" Amisa yelled as she entered the emergency room.
",4.426290598290603
"Last week Chris went on her first deep sea fishing trip off the coast of Catalina Island. She had always enjoyed fishing when she was a child, but had never gone fishing in the ocean. Her dad liked to fish very often. Her big brother Jack was never the outdoor type, so her dad took her out often. One of his favorite spots was Lake Isabella, which was about two hours from their home. She recalls how she and her dad would spend a long, leisurely day driving to the lake, and then taking his small boat out on the water. It was quiet and peaceful for the most part. Those memories remain some of her most cherished moments of her life.
 
Chris has a friend called Robert. On this day, Robert invited Chris to join him on his company's fishing trip. Robert said it wouldn't cost much, but would be a lot of fun. He knew Chris enjoyed lake fishing and figured she would have a great time. ""Okay,"" said Chris, and to the ocean they went.
The first thing Chris noticed, however, was the motion. ""Wow, this boat really rocks,"" Chris told Robert. ""Don't worry about it. You will get used to it,"" he said. The trip to the waters off Catalina Island took about an hour. Chris marveled at how quickly she lost sight of the mainland. It was a bit scary when she thought about how alone they were in this great ocean.  Soon, it was time to collect squid for bait. The small boat stopped in the water, and the crew turned the bright light into the ocean to attract the squid. Before long, thousands of squid rose to the surface and were collected for bait.
After about an hour, Chris didn't feel the rocking motion anymore. They were ready to fish. Chris caught her first ocean trout. It was a beautiful day.",4.32849056603774
